203458,n203458.png,Alex,Len,Center,Center,55.1,1.7,2.3,0.5,0.4,0.2,0.6,0.9,1.4,1.2,0.6,0.6,0.4,0
203468,n203468.png,CJ,McCollum,Guard,Guard,84.3,20.9,4.4,5.7,0.5,0.9,2.4,0.7,3.6,17.9,7.8,3.2,2.4,2.8
203469,n203469.png,Cody,Zeller,Forward,Center,63,6.5,4.3,0.7,0.3,0.2,0.9,1.7,2.6,3.9,2.5,2.3,1.6,0
203471,n203471.png,Dennis,Schroder,Guard,Guard,71,12.4,2.5,4.4,0.1,0.7,1.7,0.3,2.1,9.7,4,3.8,3.2,1.1
203473,n203473.png,Dewayne,Dedmon,Center,Center,60.5,5.2,3.5,0.7,0.5,0.2,0.7,0.9,2.6,4,2,1.3,0.9,0.3
203476,n203476.png,Gorgui,Dieng,Center,Center,59.9,3.9,3.5,1.7,0.5,0.1,1,0.9,2.6,3.8,1.5,0.4,0.3,0.7
203482,n203482.png,Kelly,Olynyk,Forward,Center,75.6,12.5,6.2,3.7,0.5,0.9,2.5,1.2,5,8.2,4.1,3.4,2.9,1.4
203484,n203484.png,Kentavious,Caldwell-Pope,Guard,Guard,69.6,10.8,2.7,2.4,0.5,1.5,1.1,0.5,2.3,8.3,3.8,1.6,1.4,1.8
203486,n203486.png,Mason,Plumlee,Forward,Center,76.5,10.8,8.9,3.1,0.6,0.6,1.5,2.9,6,6.1,4.2,4,2.5,0
203487,n203487.png,Michael,Carter-Williams,Guard,Guard,57.3,4.2,1.2,1.8,0.2,0.2,1,0.2,1,3.5,1.5,1.8,1,0.2
203488,n203488.png,Mike,Muscala,Forward,Center,61.6,6.1,3.2,0.8,0.4,0.2,0.4,0.6,2.6,4.6,2.1,0.8,0.6,1.3
203490,n203490.png,Otto,Porter Jr.,Forward,Forward,61.4,5.5,2.4,1,0,1.4,0.5,0.8,1.6,3.8,1.9,1,1,0.8
203493,n203493.png,Reggie,Bullock,Guard,Forward,64,7.2,3.6,1.4,0.2,0.7,0.5,0.4,3.2,6,2.5,0.5,0.3,1.9
203496,n203496.png,Robert,Covington,Forward,Forward,63,6,3.5,1.2,0.7,0.8,0.7,0.6,2.8,4.8,2.1,0.8,0.6,1.1
203497,n203497.png,Rudy,Gobert,Center,Center,80.5,13.4,11.6,1.2,1.4,0.8,1.7,3.3,8.3,7.8,5.1,4.9,3.1,0
203500,n203500.png,Steven,Adams,Center,Center,74.7,8.6,11.5,2.3,1.1,0.9,1.9,5.1,6.5,6.3,3.7,3.1,1.1,0
203501,n203501.png,Tim,Hardaway Jr.,Guard,Forward,71.5,14.4,3.5,1.8,0.2,0.7,0.8,0.3,3.2,11.9,4.8,2.3,1.8,3
203506,n203506.png,Victor,Oladipo,Guard,Guard,68.9,10.7,3,3.5,0.3,1.4,2.1,0.4,2.7,9.6,3.8,1.9,1.4,1.7
203507,n203507.png,Giannis,Antetokounmpo,Forward,Forward,102.8,31.1,11.8,5.7,0.8,0.8,3.9,2.2,9.6,20.3,11.2,12.3,7.9,0.7
203521,n203521.png,Matthew,Dellavedova,Guard,Guard,53.4,1.5,0.4,1.3,0,0.2,0.3,0,0.4,1.6,0.5,0.2,0.1,0.3
203526,n203526.png,Raul,Neto,Guard,Guard,57.2,3.3,1,1.6,0.1,0.4,0.5,0.2,0.8,2.3,1.2,0.7,0.6,0.2
203552,n203552.png,Seth,Curry,Guard,Guard,64.3,9.2,1.6,1.6,0.1,0.6,0.8,0.2,1.4,7.4,3.4,0.9,0.8,1.5
203585,n203585.png,Rodney,McGruder,Guard,Guard,59.8,5.7,2.3,0.9,0,0.5,0.3,0.6,1.7,4.8,1.9,0.7,0.6,1.3
203648,n203648.png,Thanasis,Antetokounmpo,Forward,Forward,53,1.4,1.2,0.4,0.1,0.1,0.3,0.4,0.8,1.2,0.5,0.6,0.3,0
203897,n203897.png,Zach,LaVine,Guard,Guard,87.6,24.8,4.5,4.2,0.2,0.9,2.5,0.5,3.9,18,8.7,5.6,4.7,2.6
203903,n203903.png,Jordan,Clarkson,Guard,Guard,81.1,20.8,4,4.4,0.2,0.5,3,1.2,2.9,16.9,7.5,4,3.3,2.5
203914,n203914.png,Gary,Harris,Guard,Guard,64,8.3,2,1.2,0.2,0.9,0.6,0.4,1.6,6.4,2.9,0.6,0.6,2
203915,n203915.png,Spencer,Dinwiddie,Guard,Guard,80.9,17.3,3.4,6.5,0.3,0.8,1.8,0.4,3.1,13.3,5.8,4.2,3.4,2.3
203920,n203920.png,Khem,Birch,Center,Center,54.7,2.2,1.2,0.4,0.2,0.2,0.4,0.4,0.8,1.6,1,0.2,0.2,0
203924,n203924.png,Jerami,Grant,Forward,Forward,81.3,20.5,4.5,2.4,0.8,0.8,1.8,0.8,3.7,14.5,6.9,5.4,4.4,2.3
203925,n203925.png,Joe,Harris,Guard,Forward,63.1,7.6,2.2,1.4,0.2,0.5,0.6,0.3,1.9,5.9,2.7,0.4,0.2,1.9
203926,n203926.png,Doug,McDermott,Forward,Forward,65.1,10.2,2.2,1.4,0.1,0.2,0.9,0.4,1.8,8.2,3.7,1.1,0.8,1.9
